régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
2;110761;SALLE ANDRE MALRAUX;ILE-DE-FRANCE;102 AV DU GENERAL DE GAULLE;94021;Chevilly-Larue;20447.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;405.0;48.0;507.0;14074.0;8303.0;69.50499819342406;De 10 à 20 000 entrées;;OUI;C;;FIXE;NON;B;180.0;126.0;1.0;52.92555806863999;22.26374274756613;14.150850624446848;10.659848559347035;110.0;66.33887304553053;48.770432;2.350955;48.770432, 2.350955
2;112014;SALLE PAUL ELUARD;ILE-DE-FRANCE;4 AV DE VILLENEUVE ST GEORGES;94022;Choisy-le-Roi;46466.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;181.0;49.0;1080.0;32206.0;13833.0;132.82006795344466;De 30 à 40 000 entrées;;OUI;C;JP;FIXE;NON;B;207.0;140.0;1.0;57.28928102121269;24.17120330392341;14.548526375070397;3.990989299793505;123.0;52.50985545335085;48.766383;2.414699;48.766383, 2.414699
2;117051;L'HELIOS;ILE-DE-FRANCE;27 A 39 RUE DU BOURNARD;92025;Colombes;87328.0;92;00851;Paris;10949158.0;02-Petite Couronne;4.0;477.0;53.0;6560.0;115506.0;64655.0;78.6497563993504;De 100 à 150 000 entrées;;OUI;C;JPPR;FIXE;NON;B;244.0;155.0;121.0;46.849721706864564;38.11502782931354;10.37291280148423;4.662337662337662;153.0;33.01855287569573;48.923159;2.255372;48.923159, 2.255372
2;140521;ESPACE ERMITAGE;ILE-DE-FRANCE;ALLEE STE THERESE;95199;Domont;15874.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;282.0;53.0;1552.0;25848.0;15730.0;64.32294977749524;De 20 à 30 000 entrées;;NON;NON;;FIXE;NON;B;176.0;138.0;14.0;47.381201590956664;30.931546996022607;16.54594934059033;5.1413020724303955;74.0;24.743562905589283;49.02987;2.333691;49.02987, 2.333691
2;142752;ESPACE CULTUREL DU PARC;ILE-DE-FRANCE;PLACE MAURICE NILES;93029;Drancy;71535.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;329.0;45.0;307.0;12626.0;3153.0;300.44402156676176;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;75.0;60.0;1.0;39.70410105554594;47.79373594047413;8.634711887869875;3.8674511161100535;20.0;13.376016611870567;48.927466;2.438309;48.927466, 2.438309
2;146371;GRENOUILLE;ILE-DE-FRANCE;CENTRE COMMERCIAL DES 7 MARES;78208;Élancourt;26117.0;78;00851;Paris;10949158.0;03-Grande couronne;3.0;348.0;53.0;3890.0;73827.0;40570.0;81.97436529455263;De 50 à 80 000 entrées;;OUI;C;JP;FIXE;NON;B;299.0;222.0;98.0;55.30427746309886;29.148413739222633;11.504227238483217;4.04308155919529;179.0;35.80178018359887;48.766594;1.949214;48.766594, 1.949214
2;147071;FRANCAIS;ILE-DE-FRANCE;38 RUE DU GENERAL DE GAULLE;95210;Enghien-les-Bains;11574.0;95;00851;Paris;10949158.0;03-Grande couronne;5.0;1222.0;53.0;5472.0;110456.0;78783.0;40.20283563712983;De 100 à 150 000 entrées;UGC;NON;NON;;FIXE;NON;B;161.0;116.0;85.0;42.343913181673706;42.18680470417291;12.183626208963357;3.2856559051900285;73.0;12.103709757980294;48.970841;2.307185;48.970841, 2.307185
2;149335;PIERRE FRESNAY;ILE-DE-FRANCE;3 RUE SAINT FLAIVE;95219;Ermont;29453.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;400.0;35.0;154.0;8627.0;2957.0;191.74839364220495;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;125.0;83.0;0.0;60.60978944490019;19.824993163795458;7.0276182663385285;12.537599124965821;55.0;40.67541700847689;48.988575;2.259906;48.988575, 2.259906
2;152884;CINETAMPES;ILE-DE-FRANCE;PLACE GEOFFROY ST HILAIRE;91223;Étampes;26454.0;91;91401;Étampes;32227.0;03-Grande couronne;1.0;146.0;50.0;790.0;7208.0;3938.0;83.0370746571864;De 5 à 10 000 entrées;;OUI;D;JPPR;FIXE;NON;C;220.0;159.0;5.0;65.61807709348693;14.591640821149019;12.59784374538473;7.192438339979324;191.0;88.39167035888347;48.434287;2.157598;48.434287, 2.157598
2;163962;LE SCARRON;ILE-DE-FRANCE;8 AV. JEANNE ET MAURICE DOLIVET;92032;Fontenay-aux-Roses;25389.0;92;00851;Paris;10949158.0;02-Petite Couronne;1.0;198.0;48.0;876.0;22341.0;13746.0;62.52728066346573;De 20 à 30 000 entrées;;OUI;C;;FIXE;NON;B;180.0;123.0;0.0;59.48926014319809;19.742243436754176;10.897374701670644;9.871121718377088;118.0;61.6945107398568;48.791543;2.289748;48.791543, 2.289748
2;202370;0SALLE GEORGES BRASSENS;ILE-DE-FRANCE;SALLE GEORGES BRASSENS;91315;Itteville;6701.0;91;91402;Ballancourt-sur-Essonne;35751.0;03-Grande couronne;1.0;340.0;39.0;120.0;5629.0;2774.0;102.91997116077867;De 5 à 10 000 entrées;;NON;NON;;ITINERANT;NON;C;65.0;29.0;0.0;54.68546637744035;22.0824295010846;20.17353579175705;3.058568329718004;32.0;46.702819956616054;48.515193;2.341767;48.515193, 2.341767
2;202551;LE LUXY;ILE-DE-FRANCE;77 AV GEORGES GOSNAT;94041;Ivry-sur-Seine;64248.0;94;00851;Paris;10949158.0;02-Petite Couronne;2.0;507.0;52.0;2671.0;64768.0;37388.0;73.23205306515459;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;346.0;183.0;82.0;63.65823645012581;12.92633202931291;10.129116388414422;13.286315132146859;309.0;88.53747681231289;48.81362;2.389338;48.81362, 2.389338
2;226883;THEATRE DU GARDE CHASSE;ILE-DE-FRANCE;2 AVENUE WALDECK ROUSSEAU;93045;Les Lilas;23396.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;308.0;24.0;345.0;7633.0;8200.0;-6.9146341463414585;De 5 à 10 000 entrées;;OUI;C;;FIXE;NON;B;128.0;83.0;2.0;68.78101736972705;17.819478908188586;9.212158808933001;4.187344913151365;110.0;87.77915632754343;48.881921;2.419546;48.881921, 2.419546
2;242422;MARCEL PAGNOL;ILE-DE-FRANCE;17 RUE BERANGER;92046;Malakoff;31412.0;92;00851;Paris;10949158.0;02-Petite Couronne;1.0;198.0;43.0;649.0;26502.0;16303.0;62.559038213825666;De 20 à 30 000 entrées;;OUI;C;;FIXE;NON;B;165.0;118.0;1.0;64.13864674138647;16.737235367372353;10.942299709422997;8.181818181818182;131.0;74.89414694894147;48.820911;2.302756;48.820911, 2.302756
2;246432;ATMOSPHERE;ILE-DE-FRANCE;PARC DES CELESTINS;91363;Marcoussis;8398.0;91;00851;Paris;10949158.0;03-Grande couronne;1.0;231.0;52.0;775.0;17040.0;10114.0;68.47933557445126;De 10 à 20 000 entrées;;OUI;C;;FIXE;NON;B;209.0;164.0;0.0;55.15313563441906;28.00194457948469;14.20150704910063;2.6434127369956246;130.0;50.534759358288774;48.642026;2.222592;48.642026, 2.222592
2;258952;LA LUCIOLE;ILE-DE-FRANCE;1 ROUTE DE PONTOISE;95394;Méry-sur-Oise;10083.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;228.0;41.0;310.0;4680.0;2846.0;64.44132115249472;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;146.0;118.0;0.0;51.68892380204242;26.472898664571876;11.626080125687354;10.212097407698352;44.0;26.106310552500656;49.060326;2.170288;49.060326, 2.170288
2;263912;CONCORDE;ILE-DE-FRANCE;4 AV DES BOSQUETS;77294;Mitry-Mory;20713.0;77;00851;Paris;10949158.0;03-Grande couronne;1.0;210.0;51.0;1445.0;28101.0;13065.0;115.08610792192884;De 20 à 30 000 entrées;;OUI;C;JPPR;FIXE;NON;B;351.0;239.0;4.0;58.95602137279079;25.963830661734484;9.445129469790382;5.63501849568434;226.0;48.22441430332922;48.956929;2.603083;48.956929, 2.603083
2;273071;JACQUES BREL;ILE-DE-FRANCE;RUE DE LA MARE AUX CARATS;78423;Montigny-le-Bretonneux;32335.0;78;00851;Paris;10949158.0;03-Grande couronne;1.0;282.0;52.0;340.0;11435.0;5245.0;118.01715919923738;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;118.0;80.0;0.0;60.781900795153355;18.19386595986369;17.04846648996592;3.9757667550170392;47.0;54.2029534267323;48.77004;2.03446;48.77004, 2.03446
2;276554;CINE MONTROUGE;ILE-DE-FRANCE;88 RUE RACINE;92049;Montrouge;48174.0;92;00851;Paris;10949158.0;02-Petite Couronne;1.0;154.0;48.0;703.0;20612.0;9429.0;118.60218474917805;De 20 à 30 000 entrées;;OUI;C;;FIXE;NON;B;163.0;129.0;1.0;71.05293308890926;15.203941338221815;7.475939505041247;6.267186067827681;79.0;50.05155820348305;48.813222;2.311441;48.813222, 2.311441
2;284490;LES LUMIERES;ILE-DE-FRANCE;49 RUE MAURICE THOREZ;92050;Nanterre;96402.0;92;00851;Paris;10949158.0;02-Petite Couronne;4.0;660.0;53.0;6943.0;86859.0;52547.0;65.29773345766647;De 80 à 100 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;320.0;205.0;140.0;49.05004785818244;31.32940852531239;12.47590701089593;7.14463660560924;220.0;49.96394246528643;48.892601;2.195729;48.892601, 2.195729
2;292341;LA FERME DU BUISSON;ILE-DE-FRANCE;ALLEE DE LA FERME;77337;Noisiel;15853.0;77;00851;Paris;10949158.0;03-Grande couronne;2.0;386.0;50.0;2525.0;43407.0;25307.0;71.52171335993994;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;247.0;171.0;24.0;67.96998005668101;13.566705153773487;10.0320142752178;8.431300514327699;199.0;78.71575522200062;48.84468;2.624254;48.84468, 2.624254
2;299122;CENTRE CULTUREL  ORMESSON;ILE-DE-FRANCE;22 AV WLADIMIR D ORMESSON;94055;Ormesson-sur-Marne;10611.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;358.0;17.0;39.0;2619.0;1299.0;101.61662817551962;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;14.0;1.0;0.0;0.0;42.04431017119839;50.70493454179255;7.250755287009064;10.0;93.80664652567975;48.786098;2.544935;48.786098, 2.544935
2;314413;CINEMA GERARD PHILIPE;ILE-DE-FRANCE;1 PLACE JANE RHODES;92060;Le Plessis-Robinson;29719.0;92;00851;Paris;10949158.0;02-Petite Couronne;2.0;400.0;53.0;2081.0;43461.0;23166.0;87.6068376068376;De 40 à 50 000 entrées;;OUI;C;;FIXE;NON;B;155.0;124.0;22.0;55.31344704084955;26.495854935256848;11.668795551882186;6.521902472011421;53.0;21.579382372830416;48.777607;2.254424;48.777607, 2.254424
2;320532;ROYAL UTOPIA;ILE-DE-FRANCE;14 RUE ALEXANDRE PRACHAY;95500;Pontoise;32453.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;272.0;33.0;148.0;9188.0;6672.0;37.709832134292576;De 5 à 10 000 entrées;;OUI;C;;FIXE;NON;B;77.0;50.0;33.0;56.589348192302715;27.64027471815472;3.3691849164182974;12.401192173124272;63.0;65.21964493974343;49.049188;2.099047;49.049188, 2.099047
2;341652;LE TRIANON;ILE-DE-FRANCE;PL CARNOT ET 1 RUE ETIENNE DOLET;93063;Romainville;31554.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;436.0;47.0;1419.0;54192.0;35814.0;51.315128162171206;De 50 à 80 000 entrées;;OUI;C;JPPR;FIXE;NON;B;297.0;184.0;13.0;67.32519810517584;15.055993363749481;8.020258027898448;9.59855050317623;209.0;59.84631840904626;48.883869;2.44086;48.883869, 2.44086
2;343750;UGC CINE CITE ROSNY;ILE-DE-FRANCE;16 RUE CONRAD ADENAUER;93064;Rosny-sous-Bois;45622.0;93;00851;Paris;10949158.0;02-Petite Couronne;15.0;3344.0;53.0;27798.0;648027.0;400334.0;61.871587224667415;De 450 à 700 000 entrées;UGC;NON;NON;;FIXE;OUI;B;297.0;185.0;185.0;24.588738974499115;59.291372743371575;11.606399846843383;4.513488435285925;99.0;3.9155291854445635;48.880702;2.480345;48.880702, 2.480345
2;381912;ECRAN;ILE-DE-FRANCE;14 PASSAGE DE L ACQUEDUC;93066;Saint-Denis;114027.0;93;00851;Paris;10949158.0;02-Petite Couronne;2.0;398.0;50.0;2838.0;67089.0;36247.0;85.08842111071262;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;372.0;205.0;91.0;59.11538389879455;18.484154043932705;15.972649190468205;6.427812866804539;306.0;78.84783783280234;48.93659;2.358747;48.93659, 2.358747
2;384792;ESPACE CULTUREL LES 26 COULEURS;ILE-DE-FRANCE;IMPASSE PASTEUR;77407;Saint-Fargeau-Ponthierry;14429.0;77;00851;Paris;10949158.0;03-Grande couronne;1.0;222.0;44.0;548.0;7820.0;4657.0;67.91926132703456;De 5 à 10 000 entrées;;OUI;C;;FIXE;NON;B;170.0;115.0;0.0;64.1270293363714;20.236399886072345;11.179151238963259;4.457419538592994;98.0;56.36570777556251;48.535934;2.547053;48.535934, 2.547053
2;404612;LES 4 DELTA 4;ILE-DE-FRANCE;81 BIS AVENUE DU BAC;94068;Saint-Maur-des-Fossés;75449.0;94;00851;Paris;10949158.0;02-Petite Couronne;4.0;886.0;52.0;5855.0;86591.0;54665.0;58.4030000914662;De 80 à 100 000 entrées;;OUI;C;JP;FIXE;NON;B;209.0;153.0;93.0;54.7922464140262;31.562541055070525;9.835301986169666;3.8099105447336052;103.0;20.28807223303754;48.793451;2.514771;48.793451, 2.514771
2;408323;UTOPIA;ILE-DE-FRANCE;1 PLACE MENDES-FRANCE;95572;Saint-Ouen-l'Aumône;24849.0;95;00851;Paris;10949158.0;03-Grande couronne;5.0;513.0;50.0;7478.0;109254.0;66499.0;64.29419991278064;De 100 à 150 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;387.0;243.0;165.0;69.11318575930167;11.57105670052649;11.568120877615328;7.7476366625565145;303.0;77.35991231675573;49.044334;2.106823;49.044334, 2.106823
2;429132;MEGA CGR;ILE-DE-FRANCE;PROMENADE DU 7ÈME ART;77468;Torcy;22604.0;77;00851;Paris;10949158.0;03-Grande couronne;16.0;2891.0;53.0;31382.0;618151.0;356362.0;73.46153630297283;De 450 à 700 000 entrées;CGR;NON;NON;;FIXE;OUI;B;357.0;259.0;254.0;22.41486761512469;55.81295706620705;11.928596236679553;9.843579081988711;93.0;3.388092015359697;48.840592;2.654959;48.840592, 2.654959
2;442002;LE VANVES;ILE-DE-FRANCE;12 RUE SADI CARNOT;92075;Vanves;28157.0;92;00851;Paris;10949158.0;02-Petite Couronne;1.0;192.0;42.0;523.0;16081.0;10015.0;60.56914628057912;De 10 à 20 000 entrées;;OUI;C;;FIXE;NON;B;180.0;145.0;0.0;69.55869891141387;15.279316863307477;6.2512222149794665;8.910762010299198;141.0;71.32520696173653;48.821779;2.287439;48.821779, 2.287439
2;720400;UGC CINE CITE SQY OUEST;ILE-DE-FRANCE;1 AV. DE LA SOURCE DE LA BIEVRE;78423;Montigny-le-Bretonneux;32335.0;78;00851;Paris;10949158.0;03-Grande couronne;16.0;3612.0;53.0;25831.0;529755.0;335385.0;57.95429133682186;De 450 à 700 000 entrées;UGC;NON;NON;;FIXE;OUI;B;383.0;241.0;236.0;33.947119567273134;48.583992132238905;12.6065741196051;4.862314180882853;168.0;12.588796005598216;48.784168;2.039775;48.784168, 2.039775
2;723600;MEGARAMA;ILE-DE-FRANCE;82 BOULEVARD VICTOR BORDIER;95424;Montigny-lès-Cormeilles;22305.0;95;00851;Paris;10949158.0;03-Grande couronne;8.0;1861.0;53.0;13817.0;391476.0;239758.0;63.279640303973174;De 300 à 450 000 entrées;MEGARAMA;NON;NON;;FIXE;OUI;B;178.0;141.0;139.0;22.025609150948704;61.233546657663055;12.371276416151261;4.369567775236984;17.0;1.6086291481862316;48.994228;2.194982;48.994228, 2.194982
2;724120;UGC CINE CITE VELIZY;ILE-DE-FRANCE;2 AVENUE DE L'EUROPE;78640;Vélizy-Villacoublay;23020.0;78;00851;Paris;10949158.0;03-Grande couronne;18.0;3801.0;53.0;30930.0;823930.0;499571.0;64.92750780169385;De 700 000 à 1 million d'entrées;UGC;NON;NON;;FIXE;OUI;B;505.0;307.0;284.0;33.909283582379764;49.3491089744213;12.39281443529492;4.348793007904024;245.0;13.495294529404331;48.781030;2.189542;48.78103, 2.189542
2;725200;LA TOILE FILANTE CIRCUIT ITINERANT ROISSY PAYS DE FRANCE;ILE-DE-FRANCE;CENTRE CULTUREL DE L'ORANGERIE;95527;Roissy-en-France;2817.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;400.0;17.0;77.0;4834.0;;;De 2 à 5 000 entrées;;NON;NON;;ITINERANT;NON;B;9.0;0.0;0.0;72.06349206349206;20.238095238095237;0.0;7.698412698412699;8.0;98.57142857142858;49.00436;2.515858;49.00436, 2.515858
